CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13489,106,4,449.52,2011-08-26,2,4,2,242,8,Other
13491,52,10,1215.82,2011-10-19,3,5,4,354,12,Loyal Customers
13492,137,3,1269.84,2011-07-26,2,3,4,234,9,At Risk
13493,276,2,618.63,2011-03-09,1,2,3,123,6,Other
13494,312,1,316.26,2011-02-01,1,1,2,112,4,Hibernating
13495,8,5,2044.87,2011-12-02,5,4,4,544,13,Champions
13496,11,2,653.33,2011-11-29,5,2,3,523,10,Potential Loyalists
13497,283,2,348.05,2011-03-02,1,2,2,122,5,Hibernating
13499,18,5,1159.11,2011-11-22,4,4,4,444,12,Champions
13500,24,3,1166.77,2011-11-16,4,3,4,434,11,Loyal Customers
13501,289,1,1340.32,2011-02-24,1,1,4,114,6,Other
13502,17,3,292.0,2011-11-23,4,3,2,432,9,Potential Loyalists
13503,72,1,216.85,2011-09-29,3,1,1,311,5,Promising
13504,65,1,295.93,2011-10-06,3,1,2,312,6,Promising
13505,73,4,4393.63,2011-09-28,2,4,5,245,11,Can't Lose Them
13506,317,2,458.52,2011-01-27,1,2,2,122,5,Hibernating
13507,4,4,2479.16,2011-12-06,5,4,5,545,14,Champions
13508,244,1,110.97,2011-04-10,1,1,1,111,3,Lost
13509,9,7,979.72,2011-12-01,5,5,4,554,14,Champions
13510,2,4,1791.56,2011-12-08,5,4,4,544,13,Champions
13512,261,1,251.21,2011-03-24,1,1,2,112,4,Hibernating
13513,127,1,205.1,2011-08-05,2,1,1,211,4,About to Sleep
13514,74,1,152.2,2011-09-27,2,1,1,211,4,About to Sleep
13515,73,4,891.12,2011-09-28,2,4,3,243,9,At Risk
13516,22,3,1389.41,2011-11-18,4,3,4,434,11,Loyal Customers
13517,60,3,2128.42,2011-10-11,3,3,5,335,11,Loyal Customers
13518,86,1,627.16,2011-09-15,2,1,3,213,6,Other
13519,79,1,122.75,2011-09-22,2,1,1,211,4,About to Sleep
13520,59,6,3624.35,2011-10-12,3,5,5,355,13,Loyal Customers
13521,2,3,1071.73,2011-12-08,5,3,4,534,12,Loyal Customers
13522,31,1,125.8,2011-11-09,4,1,1,411,6,Recent Customers
13523,34,5,3964.88,2011-11-06,3,4,5,345,12,Loyal Customers
13524,41,5,680.18,2011-10-30,3,4,3,343,10,Loyal Customers
13525,15,2,628.78,2011-11-25,4,2,3,423,9,Potential Loyalists
13527,34,7,2242.36,2011-11-06,3,5,5,355,13,Loyal Customers
13529,79,2,307.76,2011-09-22,2,2,2,222,6,Need Attention
13531,206,2,483.8,2011-05-18,1,2,2,122,5,Hibernating
13532,34,1,210.31,2011-11-06,3,1,1,311,5,Promising
13533,183,3,269.09,2011-06-10,1,3,2,132,6,Other
13534,3,25,5870.08,2011-12-07,5,5,5,555,15,Champions
13536,2,7,3444.39,2011-12-08,5,5,5,555,15,Champions
13538,44,7,1280.85,2011-10-27,3,5,4,354,12,Loyal Customers
13539,86,3,631.34,2011-09-15,2,3,3,233,8,Need Attention
13544,40,2,276.06,2011-10-31,3,2,2,322,7,Promising
13546,13,3,621.09,2011-11-27,5,3,3,533,11,Loyal Customers
13548,97,2,678.16,2011-09-04,2,2,3,223,7,Need Attention
13549,26,7,918.2,2011-11-14,4,5,3,453,12,Loyal Customers
13551,320,1,91.8,2011-01-24,1,1,1,111,3,Lost
13552,67,12,3740.07,2011-10-04,3,5,5,355,13,Loyal Customers
13555,74,4,4098.88,2011-09-27,2,4,5,245,11,Can't Lose Them
13557,29,2,584.06,2011-11-11,4,2,3,423,9,Potential Loyalists
13558,6,4,594.52,2011-12-04,5,4,3,543,12,Loyal Customers
13560,8,1,171.42,2011-12-02,5,1,1,511,7,Recent Customers
13561,216,1,141.86,2011-05-08,1,1,1,111,3,Lost
13562,82,3,1799.33,2011-09-19,2,3,4,234,9,At Risk
13563,85,2,777.53,2011-09-16,2,2,3,223,7,Need Attention
13564,145,3,1724.67,2011-07-18,2,3,4,234,9,At Risk
13565,20,2,240.22,2011-11-20,4,2,1,421,7,Promising
13566,41,2,856.84,2011-10-30,3,2,3,323,8,Potential Loyalists
13568,174,1,187.05,2011-06-19,2,1,1,211,4,About to Sleep
13569,18,2,338.62,2011-11-22,4,2,2,422,8,Promising
13570,244,1,239.49,2011-04-10,1,1,1,111,3,Lost
13571,13,12,2088.94,2011-11-27,5,5,5,555,15,Champions
13572,206,1,1384.25,2011-05-18,1,1,4,114,6,Other
13573,51,2,290.25,2011-10-20,3,2,2,322,7,Promising
13575,24,5,732.07,2011-11-16,4,4,3,443,11,Loyal Customers
13576,11,18,6717.34,2011-11-29,5,5,5,555,15,Champions
13577,26,4,1687.6,2011-11-14,4,4,4,444,12,Champions
13579,15,2,467.04,2011-11-25,4,2,2,422,8,Promising
13581,310,1,118.0,2011-02-03,1,1,1,111,3,Lost
13583,156,1,781.03,2011-07-07,2,1,3,213,6,Other
13584,307,1,142.4,2011-02-06,1,1,1,111,3,Lost
13587,64,1,712.4,2011-10-07,3,1,3,313,7,Potential Loyalists
13588,16,9,2478.95,2011-11-24,4,5,5,455,14,Champions
13589,15,2,379.65,2011-11-25,4,2,2,422,8,Promising
13590,12,6,1981.92,2011-11-28,5,5,4,554,14,Champions
13591,65,3,1117.13,2011-10-06,3,3,4,334,10,Loyal Customers
13592,36,4,247.96,2011-11-04,3,4,1,341,8,Potential Loyalists
13593,109,5,2011.88,2011-08-23,2,4,4,244,10,Can't Lose Them
13594,53,1,396.97,2011-10-18,3,1,2,312,6,Promising
13596,6,2,664.11,2011-12-04,5,2,3,523,10,Potential Loyalists
13598,48,1,160.04,2011-10-23,3,1,1,311,5,Promising
13599,2,21,5149.92,2011-12-08,5,5,5,555,15,Champions
13600,313,1,219.52,2011-01-31,1,1,1,111,3,Lost
13601,46,2,693.32,2011-10-25,3,2,3,323,8,Potential Loyalists
13602,65,1,428.89,2011-10-06,3,1,2,312,6,Promising
13603,27,1,164.34,2011-11-13,4,1,1,411,6,Recent Customers
13606,30,3,276.75,2011-11-10,4,3,2,432,9,Potential Loyalists
13607,41,1,675.51,2011-10-30,3,1,3,313,7,Potential Loyalists
13610,13,7,1082.33,2011-11-27,5,5,4,554,14,Champions
13611,90,3,1154.4,2011-09-11,2,3,4,234,9,At Risk
13614,25,4,1585.46,2011-11-15,4,4,4,444,12,Champions
13615,319,1,417.69,2011-01-25,1,1,2,112,4,Hibernating
13617,41,3,544.18,2011-10-30,3,3,3,333,9,Loyal Customers
13618,174,1,177.34,2011-06-19,2,1,1,211,4,About to Sleep
13621,117,1,213.85,2011-08-15,2,1,1,211,4,About to Sleep
13623,31,5,727.74,2011-11-09,4,4,3,443,11,Loyal Customers
13626,253,1,257.23,2011-04-01,1,1,2,112,4,Hibernating
13627,60,5,1638.47,2011-10-11,3,4,4,344,11,Loyal Customers
13629,24,11,7792.36,2011-11-16,4,5,5,455,14,Champions
13630,6,7,2031.78,2011-12-04,5,5,4,554,14,Champions
13631,100,11,3070.42,2011-09-01,2,5,5,255,12,Can't Lose Them
13632,25,5,2118.93,2011-11-15,4,4,5,445,13,Champions
13634,34,5,1547.36,2011-11-06,3,4,4,344,11,Loyal Customers
13635,68,1,1071.03,2011-10-03,3,1,4,314,8,Potential Loyalists
13636,37,5,949.12,2011-11-03,3,4,4,344,11,Loyal Customers
13637,53,3,804.3,2011-10-18,3,3,3,333,9,Loyal Customers
13638,16,1,122.64,2011-11-24,4,1,1,411,6,Recent Customers
13639,75,1,1033.34,2011-09-26,2,1,4,214,7,Other
13642,216,1,312.28,2011-05-08,1,1,2,112,4,Hibernating
13643,32,3,519.44,2011-11-08,4,3,3,433,10,Loyal Customers
13644,17,4,2624.26,2011-11-23,4,4,5,445,13,Champions
13645,121,1,252.1,2011-08-11,2,1,2,212,5,About to Sleep
13647,10,4,1648.12,2011-11-30,5,4,4,544,13,Champions
13649,257,2,346.6,2011-03-28,1,2,2,122,5,Hibernating
13650,17,6,1836.34,2011-11-23,4,5,4,454,13,Champions
13651,36,2,94.2,2011-11-04,3,2,1,321,6,Promising
13652,46,3,1095.08,2011-10-25,3,3,4,334,10,Loyal Customers
13654,44,6,2707.33,2011-10-27,3,5,5,355,13,Loyal Customers
13655,115,2,932.97,2011-08-17,2,2,3,223,7,Need Attention
13656,165,2,379.65,2011-06-28,2,2,2,222,6,Need Attention
13657,11,2,382.14,2011-11-29,5,2,2,522,9,Promising
13658,10,5,2639.17,2011-11-30,5,4,5,545,14,Champions
13659,206,2,1563.0,2011-05-18,1,2,4,124,7,Other
13662,86,3,881.26,2011-09-15,2,3,3,233,8,Need Attention
13663,180,1,189.47,2011-06-13,2,1,1,211,4,About to Sleep
13666,61,3,84.65,2011-10-10,3,3,1,331,7,Potential Loyalists
13667,150,1,299.05,2011-07-13,2,1,2,212,5,About to Sleep
13668,3,21,6309.83,2011-12-07,5,5,5,555,15,Champions
13669,51,2,218.55,2011-10-20,3,2,1,321,6,Promising
13670,76,1,349.7,2011-09-25,2,1,2,212,5,About to Sleep
13672,302,2,186.39,2011-02-11,1,2,1,121,4,Hibernating
13673,19,2,387.44,2011-11-21,4,2,2,422,8,Promising
13675,152,2,486.82,2011-07-11,2,2,2,222,6,Need Attention
13678,152,1,232.6,2011-07-11,2,1,1,211,4,About to Sleep
13680,2,4,3719.12,2011-12-08,5,4,5,545,14,Champions
13681,18,4,827.83,2011-11-22,4,4,3,443,11,Loyal Customers
13682,188,1,59.5,2011-06-05,1,1,1,111,3,Lost
13684,286,1,65.13,2011-02-27,1,1,1,111,3,Lost
13685,3,7,3119.44,2011-12-07,5,5,5,555,15,Champions
13686,183,1,72.0,2011-06-10,1,1,1,111,3,Lost
13689,64,1,910.0,2011-10-07,3,1,3,313,7,Potential Loyalists
13690,60,1,172.25,2011-10-11,3,1,1,311,5,Promising
13692,25,3,1488.32,2011-11-15,4,3,4,434,11,Loyal Customers
13694,4,50,65039.62,2011-12-06,5,5,5,555,15,Champions
13695,32,15,2504.13,2011-11-08,4,5,5,455,14,Champions
13697,39,1,151.3,2011-11-01,3,1,1,311,5,Promising
13699,156,1,308.58,2011-07-07,2,1,2,212,5,About to Sleep
13700,27,10,2248.63,2011-11-13,4,5,5,455,14,Champions
13703,319,1,99.5,2011-01-25,1,1,1,111,3,Lost
13704,6,9,2308.06,2011-12-04,5,5,5,555,15,Champions
13705,8,3,711.86,2011-12-02,5,3,3,533,11,Loyal Customers
13706,303,1,330.79,2011-02-10,1,1,2,112,4,Hibernating
13707,268,2,806.41,2011-03-17,1,2,3,123,6,Other
13708,272,1,285.33,2011-03-13,1,1,2,112,4,Hibernating
13709,4,13,6307.65,2011-12-06,5,5,5,555,15,Champions
13710,32,1,180.48,2011-11-08,4,1,1,411,6,Recent Customers
13711,219,2,252.06,2011-05-05,1,2,2,122,5,Hibernating
13712,247,1,228.84,2011-04-07,1,1,1,111,3,Lost
13715,282,5,1077.39,2011-03-03,1,4,4,144,9,Can't Lose Them
13716,270,1,138.28,2011-03-15,1,1,1,111,3,Lost
13717,33,6,1445.01,2011-11-07,4,5,4,454,13,Champions
13718,247,2,306.55,2011-04-07,1,2,2,122,5,Hibernating
13719,16,5,1041.68,2011-11-24,4,4,4,444,12,Champions
13720,117,4,799.9,2011-08-15,2,4,3,243,9,At Risk
13721,37,1,524.14,2011-11-03,3,1,3,313,7,Potential Loyalists
13722,132,3,2375.41,2011-07-31,2,3,5,235,10,At Risk
13723,218,1,199.85,2011-05-06,1,1,1,111,3,Lost
13725,50,8,1980.56,2011-10-21,3,5,4,354,12,Loyal Customers
13726,39,2,1079.66,2011-11-01,3,2,4,324,9,Potential Loyalists
13727,29,2,333.48,2011-11-11,4,2,2,422,8,Promising
13728,37,6,1016.14,2011-11-03,3,5,4,354,12,Loyal Customers
13730,136,2,752.6,2011-07-27,2,2,3,223,7,Need Attention
13731,220,2,610.59,2011-05-04,1,2,3,123,6,Other
13732,29,1,491.86,2011-11-11,4,1,3,413,8,Potential Loyalists
13735,25,4,2883.54,2011-11-15,4,4,5,445,13,Champions
13736,6,2,729.8,2011-12-04,5,2,3,523,10,Potential Loyalists
13737,201,1,339.6,2011-05-23,1,1,2,112,4,Hibernating
13739,19,1,216.9,2011-11-21,4,1,1,411,6,Recent Customers
13740,241,1,350.75,2011-04-13,1,1,2,112,4,Hibernating
13741,72,3,668.43,2011-09-29,3,3,3,333,9,Loyal Customers
13742,17,12,3107.87,2011-11-23,4,5,5,455,14,Champions
13743,3,7,1341.6,2011-12-07,5,5,4,554,14,Champions
13744,96,2,1080.52,2011-09-05,2,2,4,224,8,Other
13745,163,1,300.04,2011-06-30,2,1,2,212,5,About to Sleep
13747,374,1,79.6,2010-12-01,1,1,1,111,3,Lost
13748,96,5,948.25,2011-09-05,2,4,4,244,10,Can't Lose Them
13750,54,5,1647.26,2011-10-17,3,4,4,344,11,Loyal Customers
13751,289,1,296.25,2011-02-24,1,1,2,112,4,Hibernating
13752,125,6,1175.38,2011-08-07,2,5,4,254,11,Can't Lose Them
13753,288,1,741.26,2011-02-25,1,1,3,113,5,Other
13754,152,2,282.6,2011-07-11,2,2,2,222,6,Need Attention
13755,4,9,2108.06,2011-12-06,5,5,5,555,15,Champions
13756,3,14,5189.52,2011-12-07,5,5,5,555,15,Champions
13758,12,7,3190.55,2011-11-28,5,5,5,555,15,Champions
13759,34,2,659.41,2011-11-06,3,2,3,323,8,Potential Loyalists
13760,55,2,286.79,2011-10-16,3,2,2,322,7,Promising
13761,51,2,1070.65,2011-10-20,3,2,4,324,9,Potential Loyalists
13762,219,1,306.72,2011-05-05,1,1,2,112,4,Hibernating
13763,64,1,1714.96,2011-10-07,3,1,4,314,8,Potential Loyalists
13764,71,3,1519.42,2011-09-30,3,3,4,334,10,Loyal Customers
13767,3,37,17220.36,2011-12-07,5,5,5,555,15,Champions
13769,3,10,2796.51,2011-12-07,5,5,5,555,15,Champions
13771,65,4,2634.45,2011-10-06,3,4,5,345,12,Loyal Customers
13772,34,3,1122.63,2011-11-06,3,3,4,334,10,Loyal Customers
13774,82,1,345.0,2011-09-19,2,1,2,212,5,About to Sleep
13777,1,33,25977.16,2011-12-09,5,5,5,555,15,Champions
13778,104,1,178.7,2011-08-28,2,1,1,211,4,About to Sleep
13780,8,2,360.01,2011-12-02,5,2,2,522,9,Promising
13781,251,1,127.84,2011-04-03,1,1,1,111,3,Lost
13782,13,6,908.86,2011-11-27,5,5,3,553,13,Loyal Customers
13784,10,11,2462.79,2011-11-30,5,5,5,555,15,Champions
13786,368,1,230.4,2010-12-07,1,1,1,111,3,Lost
13787,76,2,309.04,2011-09-25,2,2,2,222,6,Need Attention
13790,5,1,348.8,2011-12-05,5,1,2,512,8,Promising
13791,128,2,1516.0,2011-08-04,2,2,4,224,8,Other
13792,67,2,195.55,2011-10-04,3,2,1,321,6,Promising
13798,2,57,37153.85,2011-12-08,5,5,5,555,15,Champions
13799,117,2,688.86,2011-08-15,2,2,3,223,7,Need Attention
13800,310,1,558.32,2011-02-03,1,1,3,113,5,Other
13801,67,1,324.8,2011-10-04,3,1,2,312,6,Promising
13802,139,3,4599.42,2011-07-24,2,3,5,235,10,At Risk
13803,256,1,277.07,2011-03-29,1,1,2,112,4,Hibernating
13804,31,7,2588.39,2011-11-09,4,5,5,455,14,Champions
13805,53,2,924.6,2011-10-18,3,2,3,323,8,Potential Loyalists
13806,64,1,256.38,2011-10-07,3,1,2,312,6,Promising
13807,368,1,112.6,2010-12-07,1,1,1,111,3,Lost
13808,6,5,1747.66,2011-12-04,5,4,4,544,13,Champions
13809,306,1,155.05,2011-02-07,1,1,1,111,3,Lost
13810,29,3,1499.01,2011-11-11,4,3,4,434,11,Loyal Customers
13811,184,3,814.5,2011-06-09,1,3,3,133,7,At Risk
13812,43,3,539.0,2011-10-28,3,3,3,333,9,Loyal Customers
13813,40,4,1366.86,2011-10-31,3,4,4,344,11,Loyal Customers
13814,93,2,1579.12,2011-09-08,2,2,4,224,8,Other
13815,23,4,4027.36,2011-11-17,4,4,5,445,13,Champions
13816,24,2,571.67,2011-11-16,4,2,3,423,9,Potential Loyalists
13817,30,2,382.98,2011-11-10,4,2,2,422,8,Promising
13819,302,3,1140.35,2011-02-11,1,3,4,134,8,At Risk
13821,145,2,385.64,2011-07-18,2,2,2,222,6,Need Attention
13822,6,2,632.0,2011-12-04,5,2,3,523,10,Potential Loyalists
13823,19,2,957.66,2011-11-21,4,2,4,424,10,Potential Loyalists
13824,33,5,1698.94,2011-11-07,4,4,4,444,12,Champions
13826,177,1,189.5,2011-06-16,2,1,1,211,4,About to Sleep
13827,58,3,409.8,2011-10-13,3,3,2,332,8,Potential Loyalists
13828,23,1,209.49,2011-11-17,4,1,1,411,6,Recent Customers
13831,17,6,2198.45,2011-11-23,4,5,5,455,14,Champions
13832,20,1,52.2,2011-11-20,4,1,1,411,6,Recent Customers
13833,160,1,383.85,2011-07-03,2,1,2,212,5,About to Sleep
13835,26,4,834.57,2011-11-14,4,4,3,443,11,Loyal Customers
13837,212,2,266.59,2011-05-12,1,2,2,122,5,Hibernating
13838,6,4,674.82,2011-12-04,5,4,3,543,12,Loyal Customers
13841,253,1,85.0,2011-04-01,1,1,1,111,3,Lost
13842,59,9,3385.62,2011-10-12,3,5,5,355,13,Loyal Customers
13844,12,1,361.62,2011-11-28,5,1,2,512,8,Promising
13845,65,1,312.98,2011-10-06,3,1,2,312,6,Promising
13846,25,3,865.06,2011-11-15,4,3,3,433,10,Loyal Customers
13848,93,3,1255.0,2011-09-08,2,3,4,234,9,At Risk
13849,52,2,1537.95,2011-10-19,3,2,4,324,9,Potential Loyalists
13850,130,1,1595.48,2011-08-02,2,1,4,214,7,Other
13851,96,3,2651.46,2011-09-05,2,3,5,235,10,At Risk
13853,58,1,1090.14,2011-10-13,3,1,4,314,8,Potential Loyalists
13854,9,25,8109.52,2011-12-01,5,5,5,555,15,Champions
13856,169,3,388.5,2011-06-24,2,3,2,232,7,Need Attention
13858,58,1,216.17,2011-10-13,3,1,1,311,5,Promising
13859,327,1,201.16,2011-01-17,1,1,1,111,3,Lost
13860,2,5,1245.9,2011-12-08,5,4,4,544,13,Champions
13862,19,8,2209.36,2011-11-21,4,5,5,455,14,Champions
13863,248,1,305.78,2011-04-06,1,1,2,112,4,Hibernating
13865,59,4,501.56,2011-10-12,3,4,3,343,10,Loyal Customers
13866,75,1,145.67,2011-09-26,2,1,1,211,4,About to Sleep
13867,32,3,1005.09,2011-11-08,4,3,4,434,11,Loyal Customers
13868,8,2,3192.54,2011-12-02,5,2,5,525,12,Potential Loyalists
13869,124,4,3083.65,2011-08-08,2,4,5,245,11,Can't Lose Them
13870,3,8,2770.94,2011-12-07,5,5,5,555,15,Champions
13871,23,13,6403.25,2011-11-17,4,5,5,455,14,Champions
13873,120,3,389.6,2011-08-12,2,3,2,232,7,Need Attention
13874,359,1,540.45,2010-12-16,1,1,3,113,5,Other
13875,54,5,1786.79,2011-10-17,3,4,4,344,11,Loyal Customers
13876,64,1,122.7,2011-10-07,3,1,1,311,5,Promising
13877,87,1,117.24,2011-09-14,2,1,1,211,4,About to Sleep
13878,55,1,1271.57,2011-10-16,3,1,4,314,8,Potential Loyalists
13880,22,13,3219.77,2011-11-18,4,5,5,455,14,Champions
13881,4,20,17159.52,2011-12-06,5,5,5,555,15,Champions
13882,3,5,1191.13,2011-12-07,5,4,4,544,13,Champions
13883,11,5,2674.48,2011-11-29,5,4,5,545,14,Champions
13884,8,5,787.6,2011-12-02,5,4,3,543,12,Loyal Customers
13885,190,2,506.8,2011-06-03,1,2,3,123,6,Other
13886,72,1,243.56,2011-09-29,3,1,1,311,5,Promising
13887,205,1,349.55,2011-05-19,1,1,2,112,4,Hibernating
13888,120,2,595.67,2011-08-12,2,2,3,223,7,Need Attention
13889,93,1,416.9,2011-09-08,2,1,2,212,5,About to Sleep
13890,2,10,1883.81,2011-12-08,5,5,4,554,14,Champions
13892,27,4,632.97,2011-11-13,4,4,3,443,11,Loyal Customers
13893,298,1,821.1,2011-02-15,1,1,3,113,5,Other
13894,24,3,564.62,2011-11-16,4,3,3,433,10,Loyal Customers
13895,29,4,2593.07,2011-11-11,4,4,5,445,13,Champions
13897,51,1,311.16,2011-10-20,3,1,2,312,6,Promising
13898,326,1,155.93,2011-01-18,1,1,1,111,3,Lost
13899,17,2,388.52,2011-11-23,4,2,2,422,8,Promising
13900,184,3,740.95,2011-06-09,1,3,3,133,7,At Risk
13901,73,5,2867.2,2011-09-28,2,4,5,245,11,Can't Lose Them
13904,38,2,332.64,2011-11-02,3,2,2,322,7,Promising
13908,80,4,2369.55,2011-09-21,2,4,5,245,11,Can't Lose Them
13911,58,9,2580.91,2011-10-13,3,5,5,355,13,Loyal Customers
13914,12,2,626.45,2011-11-28,5,2,3,523,10,Potential Loyalists
13917,50,2,272.04,2011-10-21,3,2,2,322,7,Promising
13918,50,2,1212.84,2011-10-21,3,2,4,324,9,Potential Loyalists
13919,60,2,384.81,2011-10-11,3,2,2,322,7,Promising
13922,352,1,172.25,2010-12-23,1,1,1,111,3,Lost
13923,54,1,351.13,2011-10-17,3,1,2,312,6,Promising
13924,2,6,1838.85,2011-12-08,5,5,4,554,14,Champions
13925,93,4,678.25,2011-09-08,2,4,3,243,9,At Risk
13926,24,1,223.85,2011-11-16,4,1,1,411,6,Recent Customers
13927,75,1,348.99,2011-09-26,2,1,2,212,5,About to Sleep
13928,11,4,464.57,2011-11-29,5,4,2,542,11,Potential Loyalists
13929,170,2,842.65,2011-06-23,2,2,3,223,7,Need Attention
13930,58,2,337.34,2011-10-13,3,2,2,322,7,Promising
13931,96,2,1237.53,2011-09-05,2,2,4,224,8,Other
13932,295,1,307.4,2011-02-18,1,1,2,112,4,Hibernating
13933,110,2,608.79,2011-08-22,2,2,3,223,7,Need Attention
13934,264,1,922.1,2011-03-21,1,1,3,113,5,Other
13936,180,1,376.58,2011-06-13,2,1,2,212,5,About to Sleep
13937,170,1,158.85,2011-06-23,2,1,1,211,4,About to Sleep
13938,36,1,71.66,2011-11-04,3,1,1,311,5,Promising
13939,24,3,568.55,2011-11-16,4,3,3,433,10,Loyal Customers
13940,18,4,839.14,2011-11-22,4,4,3,443,11,Loyal Customers
13941,22,5,5112.96,2011-11-18,4,4,5,445,13,Champions
13946,80,3,561.57,2011-09-21,2,3,3,233,8,Need Attention
13947,66,1,90.6,2011-10-05,3,1,1,311,5,Promising
13948,361,1,102.0,2010-12-14,1,1,1,111,3,Lost
13949,3,6,2427.32,2011-12-07,5,5,5,555,15,Champions
13950,12,4,745.06,2011-11-28,5,4,3,543,12,Loyal Customers
13951,177,3,674.45,2011-06-16,2,3,3,233,8,Need Attention
13952,218,2,3251.07,2011-05-06,1,2,5,125,8,Other
13953,8,7,3515.68,2011-12-02,5,5,5,555,15,Champions
13954,2,2,439.92,2011-12-08,5,3,2,532,10,Potential Loyalists
13955,155,2,322.96,2011-07-08,2,3,2,232,7,Need Attention
13956,6,5,1019.27,2011-12-04,5,4,4,544,13,Champions
13959,80,3,594.04,2011-09-21,2,3,3,233,8,Need Attention
13960,22,2,230.22,2011-11-18,4,3,1,431,8,Potential Loyalists
13962,22,2,169.55,2011-11-18,4,3,1,431,8,Potential Loyalists
13963,309,4,664.54,2011-02-04,1,4,3,143,8,At Risk
13967,146,1,80.7,2011-07-17,2,1,1,211,4,About to Sleep
13969,8,18,9024.17,2011-12-02,5,5,5,555,15,Champions
13971,19,8,2758.26,2011-11-21,4,5,5,455,14,Champions
13972,71,2,190.25,2011-09-30,3,3,1,331,7,Potential Loyalists
13973,288,1,264.7,2011-02-25,1,1,2,112,4,Hibernating
13974,50,1,413.59,2011-10-21,3,1,2,312,6,Promising
13975,32,6,2461.24,2011-11-08,4,5,5,455,14,Champions
13976,207,1,357.98,2011-05-17,1,1,2,112,4,Hibernating
13978,15,2,196.79,2011-11-25,4,3,1,431,8,Potential Loyalists
13979,74,1,869.87,2011-09-27,2,1,3,213,6,Other
13980,61,1,200.14,2011-10-10,3,1,1,311,5,Promising
13982,40,4,1871.81,2011-10-31,3,4,4,344,11,Loyal Customers
13983,30,12,2603.43,2011-11-10,4,5,5,455,14,Champions
13984,27,5,920.51,2011-11-13,4,4,3,443,11,Loyal Customers
13985,5,15,7060.13,2011-12-05,5,5,5,555,15,Champions
13986,18,1,320.46,2011-11-22,4,1,2,412,7,Promising
13988,20,6,4147.96,2011-11-20,4,5,5,455,14,Champions
13989,66,2,1266.08,2011-10-05,3,3,4,334,10,Loyal Customers
13990,214,1,311.3,2011-05-10,1,1,2,112,4,Hibernating
13991,13,6,852.88,2011-11-27,5,5,3,553,13,Loyal Customers
13992,31,1,76.8,2011-11-09,4,1,1,411,6,Recent Customers
13993,43,9,3466.36,2011-10-28,3,5,5,355,13,Loyal Customers
13994,4,6,2274.14,2011-12-06,5,5,5,555,15,Champions
13995,16,5,1393.69,2011-11-24,4,4,4,444,12,Champions
13999,11,12,3901.81,2011-11-29,5,5,5,555,15,Champions
14000,212,1,635.66,2011-05-12,1,1,3,113,5,Other
14001,46,3,2043.08,2011-10-25,3,3,4,334,10,Loyal Customers
14002,135,2,529.73,2011-07-28,2,3,3,233,8,Need Attention
14004,44,7,4582.64,2011-10-27,3,5,5,355,13,Loyal Customers
14005,10,5,2874.72,2011-11-30,5,4,5,545,14,Champions
14006,116,3,962.19,2011-08-16,2,3,4,234,9,At Risk
14009,199,2,695.61,2011-05-25,1,3,3,133,7,At Risk
14012,278,1,328.8,2011-03-07,1,1,2,112,4,Hibernating
14013,111,3,473.02,2011-08-21,2,3,2,232,7,Need Attention
14014,78,1,505.18,2011-09-23,2,1,3,213,6,Other
14015,53,1,917.34,2011-10-18,3,1,3,313,7,Potential Loyalists
14016,162,4,4341.21,2011-07-01,2,4,5,245,11,Can't Lose Them
14019,47,3,1421.61,2011-10-24,3,3,4,334,10,Loyal Customers
14020,17,2,642.8,2011-11-23,4,3,3,433,10,Loyal Customers
14021,156,3,631.9,2011-07-07,2,3,3,233,8,Need Attention
14022,226,1,440.0,2011-04-28,1,1,2,112,4,Hibernating
14023,8,2,584.07,2011-12-02,5,3,3,533,11,Loyal Customers
14024,122,2,327.7,2011-08-10,2,3,2,232,7,Need Attention
14027,61,1,104.82,2011-10-10,3,1,1,311,5,Promising
14029,64,2,467.66,2011-10-07,3,3,2,332,8,Potential Loyalists
14030,19,8,2358.84,2011-11-21,4,5,5,455,14,Champions
14031,8,19,17286.86,2011-12-02,5,5,5,555,15,Champions
14032,3,11,2975.59,2011-12-07,5,5,5,555,15,Champions
14034,23,3,648.89,2011-11-17,4,3,3,433,10,Loyal Customers
14035,29,5,1428.02,2011-11-11,4,4,4,444,12,Champions
14036,285,1,626.65,2011-02-28,1,1,3,113,5,Other
14037,177,2,147.2,2011-06-16,2,3,1,231,6,Other
14038,79,3,1560.38,2011-09-22,2,3,4,234,9,At Risk
14039,34,1,152.2,2011-11-06,3,1,1,311,5,Promising
14040,41,12,3560.32,2011-10-30,3,5,5,355,13,Loyal Customers
14041,267,1,141.41,2011-03-18,1,1,1,111,3,Lost
14044,27,4,646.42,2011-11-13,4,4,3,443,11,Loyal Customers
14045,110,4,1659.75,2011-08-22,2,4,4,244,10,Can't Lose Them
14046,285,1,154.99,2011-02-28,1,1,1,111,3,Lost
14047,9,5,1308.61,2011-12-01,5,4,4,544,13,Champions
14048,306,1,409.93,2011-02-07,1,1,2,112,4,Hibernating
14049,17,4,5578.72,2011-11-23,4,4,5,445,13,Champions
14050,32,2,746.36,2011-11-08,4,3,3,433,10,Loyal Customers
14051,1,23,15610.39,2011-12-09,5,5,5,555,15,Champions
14052,20,1,225.36,2011-11-20,4,1,1,411,6,Recent Customers
